Saturday, May 23, 2015 04:10:12 PM PDT
 CPU minf mjf xcal  intr ithr  csw icsw migr smtx  srw syscl  usr sys  st idl
  96    0   0   12    28    1   32    0    9    0    0     3    0   0   0 100
  97    0   0    1     6    1    4    0    1    0    0     3    0   0   0 100
  98    0   0   33    17    0   19    0    6    1    0     0    0   0   0 100
  99    0   0    0    38   23   29    0    0    0    0    69    0   2   0  98
 100    0   0    8    20    2   21    0    7    0    0     4    0   0   0 100
 101    0   0    0    10    9    0    0    0    0    0     0    0   0   0 100
 102    0   0   16    34    0   47    0    8    2    0     0    0   0   0 100
 103    0   0    3    27   15   20    0    1    0    0    17    0   0   0 100
 112    0   0   14    77   24   87    0    9    1    0    28    0   0   0 100
 113    0   0    2     7    2    8    0    0    0    0     9    0   0   0 100
 114    0   0   10    26    0   23    0    7    0    0     0    0   0   0 100
 115    0   0    1    13    9    3    0    1    0    0     2    0   0   0 100
 116    0   0   29    87   22  107    0    7    2    0    85    0   0   0 100
 117    0   0    8    33   11   38    0    0    0    0    39    0   0   0  99
 118    0   0   10    21    0   24    0    7    1    0     0    0   0   0 100
 119    0   0    0     9    8    0    0    0    0    0     0    0   0   0 100
Saturday, May 23, 2015 04:11:17 PM PDT
 CPU minf mjf xcal  intr ithr  csw icsw migr smtx  srw syscl  usr sys  st idl
   0    0   0   80   284   67   18    0    1    0    0     0    0   1   0  99
   1    0   0   24    52    0   59    0   14    1    0     0    0   0   0 100
   2    0   0    3    15    6    9    0    2    0    0     0    0   0   0 100
   3    0   0   29    59    0   76    0   14    1    0     0    0   0   0 100
   4    0   0    0     2    0    2    0    1    0    0     0    0   0   0 100
   5    0   0   36    77    0   80    0   13    1    0     0    0   1   0  99
   6    0   0   18    22   16    4    0    1    1    0     0    0   0   0 100
   7    0   0   19    43    0   53    0   13    2    0     0    0   0   0 100
  16    0   0    1     4    0    2    0    1    0    0     0    0   0   0 100
  17    0   0   24    57    6   58    0   15    1    0     0    0   0   0 100
  18    0   0    3     6    2    3    0    1    1    0     0    0   0   0 100
  19    0   0   22    54    0   57    0   14    1    0     0    0   0   0 100
  20    0   0    6    17    0   20    0    3    0    0     0    0   0   0 100
  21    0   0   20    47    1   49    0   13    1    0     0    0   0   0 100
  22    0   0   13    38    6   28    0    6    1    0     0    0   0   0 100
  23    0   0   89   148    2  170    0   41    2    0     0    0   0   0 100
  32    0   0    0     6    5    0    0    0    0    0     0    0   0   0 100
  33    0   0    0     1    0    0    0    0    0    0     0    0   0   0 100
  34    0   0    0     1    0    0    0    0    0    0     0    0   0   0 100
  35    0   0    0     6    5    0    0    0    0    0     0    0   0   0 100
  36    0   0    0     1    0    0    0    0    0    0     0    0   0   0 100
  37    0   0    0     1    0    0    0    0    0    0     0    0   0   0 100
  38    0   0    0     6    5    0    0    0    0    0     3    0   0   0 100
  39    0   0    0     1    0    0    0    0    0    0     0    0   0   0 100
  48    0   0    0     7    5    1    0    0    0    0     0    0   0   0 100
  49    0   0    0     1    0    0    0    0    0    0     0    0   0   0 100
  50    0   0    0     1    0    0    0    0    0    0     0    0   0   0 100
  51    0   0    0     7    5    1    0    0    0    0     1    0   0   0 100
  52    0   0    0     1    0    0    0    0    0    0     0    0   0   0 100
  53    0   0    0     6    5    0    0    0    0    0     0    0   0   0 100
  54    0   0    0     1    0    0    0    0    0    0     0    0   0   0 100
  55    0   0    0     6    5    0    0    0    0    0     0    0   0   0 100
  64    0   0    5    12    0   13    0    5    0    0     0    0   0   0 100
  65    0   0    2    17   10   10    0    0    4    0    18    0   0   0 100
  66    0   0   32    96   29  125    0    8    0    0   104    0   0   0  99
  67    0   0    0     1    0    0    0    0    0    0     0    0   0   0 100
  68    0   0   12    29    6   28    0    6    1    0     0    0   0   0 100
  69    0   0   11    28    8   39    0    0    0    0    37    0   0   0 100
  70    0   0   16    39    6   41    0    9    1    0     0    0   0   0 100
  71    0   0    1     2    0    1    0    0    0    0     0    0   0   0 100
  80    0   0    8    25    5   25    0    6    1    0     0    0   0   0 100
  81    0   0    0     1    0    0    0    0    0    0     0    0   0   0 100
  82    0   0   11    19    0   27    0    6    1    0    14    0   0   0 100
  83    0   0   21    28    5   43    0    0    0    0    43    0   0   0 100
  84    0   0    9    21    0   20    0    7    0    0     0    0   0   0 100
  85    0   0    0   209  105  200    4    0    0    0     4    0   2   0  98
  86    0   0   13    28    2   36    0    6    0    0    19    0   0   0 100
  87    0   0    1     9    6    2    0    1    0    0     0    0   0   0 100
  96    0   0   28    68   14   81    0    8    2    0    54    0   0   0 100
  97    0   0    0     5    1    4    0    1    0    0     0    0   0   0 100
  98    0   0   10    25    0   23    0    6    1    0     0    0   0   0 100
  99    0   0   12    66   26   76    0    1    0    0   111    0   0   0 100
 100    0   0    8    21    1   24    0    7    0    0     2    0   0   0 100
 101    0   0   35    92    4   71    0    1    1    0     0    0   1   0  99
 102    0   0   14    26    0   29    0    6    0    0     0    0   0   0 100
 103    0   0    0    16   10   10    0    0    0    0     9    0   0   0 100
 112    0   0   10    73   25   73    0    7    0    0    29    0   0   0 100
 113    0   0    3     8    2    9    0    0    0    0     9    0   0   0 100
 114    0   0    7    13    0   14    0    5    0    0     0    0   0   0 100
 115    0   0    0     9    7    2    0    0    0    0     2    0   0   0 100
 116    0   0   31    83   10   86    0    9    2    0    33    0   0   0 100
 117    0   0    0    15    9    6    0    0    0    0    11    0   0   0 100
 118    0   0    5    13    0   12    0    4    0    0     0    0   0   0 100
 119    0   0    0     8    5    1    0    0    0    0     0    0   0   0 100
